Semana,Mes,Ruta,Intensidad,Onda,Patron Activo,Patron Activo 2,Categoría
1,1,PL,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
2,1,PL,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
3,1,PL,65,🌊 Senoidal,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
4,1,PL,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
5,2,PL,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
6,2,PL,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
7,2,PL,65,🌊 Senoidal,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
8,2,PL,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
9,3,PL,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
10,3,PL,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
11,3,PL,65,🌊 Senoidal,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
12,3,PL,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
13,4,PL,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
14,4,PL,85,⚡ Shockwave,Planche específico,PL,SUP PUSH
15,4,PL,95,⚡ Shockwave,Planche específico,PL,SUP PUSH
16,4,PL,70,⚡ Shockwave,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
17,5,PL,75,⚡ Shockwave,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
18,5,PL,85,⚡ Shockwave,Planche específico,PL,SUP PUSH
19,5,PL,95,⚡ Shockwave,Planche específico,PL,SUP PUSH
20,5,PL,70,⚡ Shockwave,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
21,6,PL,75,⚡ Shockwave,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
22,6,PL,85,⚡ Shockwave,Planche específico,PL,SUP PUSH
23,6,PL,95,⚡ Shockwave,Planche específico,PL,SUP PUSH
24,6,PL,70,⚡ Shockwave,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
25,7,PL,75,⚡ Shockwave,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
26,7,PL,85,⚡ Shockwave,Planche específico,PL,SUP PUSH
27,7,PL,75,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
28,7,PL,80,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
29,8,PL,65,📐 Triangular,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
30,8,PL,70,📐 Triangular,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
31,8,PL,75,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
32,8,PL,80,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
33,9,PL,65,📐 Triangular,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
34,9,PL,70,📐 Triangular,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
35,9,PL,75,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
36,9,PL,80,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
37,10,PL,65,📐 Triangular,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
38,10,PL,70,📐 Triangular,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
39,10,PL,75,📐 Triangular,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
40,10,PL,80,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
41,11,PL,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
42,11,PL,75,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
43,11,PL,65,🔄 Fractal,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
44,11,PL,80,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
45,12,PL,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
46,12,PL,75,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
47,12,PL,65,🔄 Fractal,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
48,12,PL,80,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
49,13,PL,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
50,13,PL,75,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
51,13,PL,65,🔄 Fractal,Push Horizontal,PUSH HORIZONTAL,SUP PUSH
52,13,PL,80,🔄 Fractal,Push Horizontal (SA),PUSH HORIZONTAL,SUP PUSH
1,1,HSPU,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
2,1,HSPU,75,🔄 Fractal,Push Vertical,PUSH VERTICAL,SUP PUSH
3,1,HSPU,65,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
4,1,HSPU,80,🔄 Fractal,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
5,2,HSPU,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
6,2,HSPU,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
7,2,HSPU,65,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
8,2,HSPU,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
9,3,HSPU,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
10,3,HSPU,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
11,3,HSPU,65,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
12,3,HSPU,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
13,4,HSPU,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
14,4,HSPU,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
15,4,HSPU,65,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
16,4,HSPU,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
17,5,HSPU,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
18,5,HSPU,85,⚡ Shockwave,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
19,5,HSPU,95,⚡ Shockwave,HSPU,HSPU,SUP PUSH
20,5,HSPU,70,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
21,6,HSPU,75,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
22,6,HSPU,85,⚡ Shockwave,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
23,6,HSPU,95,⚡ Shockwave,HSPU,HSPU,SUP PUSH
24,6,HSPU,70,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
25,7,HSPU,75,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
26,7,HSPU,85,⚡ Shockwave,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
27,7,HSPU,95,⚡ Shockwave,HSPU,HSPU,SUP PUSH
28,7,HSPU,70,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
29,8,HSPU,75,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
30,8,HSPU,85,⚡ Shockwave,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
31,8,HSPU,75,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
32,8,HSPU,80,📐 Triangular,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
33,9,HSPU,65,📐 Triangular,General Push (horizontal + vertical),PUSH,SUP PUSH
34,9,HSPU,70,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
35,9,HSPU,75,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
36,9,HSPU,80,📐 Triangular,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
37,10,HSPU,65,📐 Triangular,General Push (horizontal + vertical),PUSH,SUP PUSH
38,10,HSPU,70,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
39,10,HSPU,75,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
40,10,HSPU,80,📐 Triangular,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
41,11,HSPU,65,📐 Triangular,General Push (horizontal + vertical),PUSH,SUP PUSH
42,11,HSPU,70,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
43,11,HSPU,75,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
44,11,HSPU,80,🔄 Fractal,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
45,12,HSPU,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
46,12,HSPU,75,🔄 Fractal,Push Vertical,PUSH VERTICAL,SUP PUSH
47,12,HSPU,65,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
48,12,HSPU,80,🔄 Fractal,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
49,13,HSPU,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
50,13,HSPU,75,🔄 Fractal,Push Vertical,PUSH VERTICAL,SUP PUSH
51,13,HSPU,65,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
52,13,HSPU,80,🔄 Fractal,Push Vertical (BA),PUSH VERTICAL,SUP PUSH
1,1,PHS,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
2,1,PHS,75,🔄 Fractal,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
3,1,PHS,65,🔄 Fractal,Push Vertical,PUSH VERTICAL,SUP PUSH
4,1,PHS,80,🔄 Fractal,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
5,2,PHS,60,🔄 Fractal,General Push (horizontal + vertical),PUSH,SUP PUSH
6,2,PHS,75,🔄 Fractal,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
7,2,PHS,65,🔄 Fractal,Push Vertical,PUSH VERTICAL,SUP PUSH
8,2,PHS,80,🔄 Fractal,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
9,3,PHS,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
10,3,PHS,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
11,3,PHS,65,🌊 Senoidal,Push Vertical,PUSH VERTICAL,SUP PUSH
12,3,PHS,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
13,4,PHS,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
14,4,PHS,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
15,4,PHS,65,🌊 Senoidal,Push Vertical,PUSH VERTICAL,SUP PUSH
16,4,PHS,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
17,5,PHS,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
18,5,PHS,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
19,5,PHS,65,🌊 Senoidal,Push Vertical,PUSH VERTICAL,SUP PUSH
20,5,PHS,60,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
21,6,PHS,55,🌊 Senoidal,General Push (horizontal + vertical),PUSH,SUP PUSH
22,6,PHS,85,⚡ Shockwave,PHS,PHS,SUP PUSH
23,6,PHS,95,⚡ Shockwave,PHS,PHS,SUP PUSH
24,6,PHS,70,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
25,7,PHS,75,⚡ Shockwave,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
26,7,PHS,85,⚡ Shockwave,PHS,PHS,SUP PUSH
27,7,PHS,95,⚡ Shockwave,PHS,PHS,SUP PUSH
28,7,PHS,70,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
29,8,PHS,75,⚡ Shockwave,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
30,8,PHS,85,⚡ Shockwave,PHS,PHS,SUP PUSH
31,8,PHS,95,⚡ Shockwave,PHS,PHS,SUP PUSH
32,8,PHS,70,⚡ Shockwave,Push Vertical,PUSH VERTICAL,SUP PUSH
33,9,PHS,75,⚡ Shockwave,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
34,9,PHS,85,⚡ Shockwave,PHS,PHS,SUP PUSH
35,9,PHS,75,📐 Triangular,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
36,9,PHS,80,📐 Triangular,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
37,10,PHS,65,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
38,10,PHS,70,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
39,10,PHS,75,📐 Triangular,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
40,10,PHS,80,📐 Triangular,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
41,11,PHS,65,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
42,11,PHS,70,📐 Triangular,Push Vertical,PUSH VERTICAL,SUP PUSH
43,11,PHS,75,📐 Triangular,Push Vertical (SA),PUSH VERTICAL,SUP PUSH
